1	2008-11-30T22:30:12Z    39.633321       -105.317215     ee8b88dea22411
6	2008-12-30T15:30:08Z    46.522621       14.849618       58e12bc0d67e11
8	2010-06-08T22:00:39Z	39.749954	-104.917547	d13915b49406005a7032244587ba4e4956123f8f
2	2008-11-28T17:55:04Z    -13.158333      -72.531389      e6e86be2a22411
3	2008-11-26T17:08:25Z    39.633321       -105.317215     ee8b88dea22411
4	2008-08-14T21:23:55Z    44.257924       -95.938081      4c2af967eb5df8
5	2008-08-14T07:09:38Z    41.257924       -95.938081      4c2af967eb5df8
7	2009-04-08T07:01:28Z    46.421389       15.869722       dd793f96a22411
8	2010-06-08T22:00:39Z	39.749954	-104.917547	d13915b49406005a7032244587ba4e4956123f8f
8	2010-06-03T19:42:20Z	39.758021	-104.901305	3f3d4d46afef68abff0d107c16751aec1a23f8d4
9	2010-06-08T19:35:03Z	39.754671	-104.990335	359746cc42edce11de0f0b49190ca300
20	2010-06-08T01:34:55Z	39.732112	-104.998657	f164a29bf8c3854f0656c318308ee3a2
10	2010-06-07T20:11:45Z	39.7513	-105.000121	ed124bb1c04e9be6b6ccf3fd66bcc8fd5fff9809
11	2010-06-06T23:42:46Z	39.891586	-105.068463	afba1c4e264811de9d71003048c10834
12	2010-06-06T21:35:22Z	39.891077	-105.068532	dd7cd3d264c2d063832db506fba8bf79
13	2010-06-06T19:38:41Z	39.758066	-104.902431	369c8dbb4f1ddc861b2442cbd183182e
14	2010-06-05T06:33:53Z	39.891586	-105.068463	afba1c4e264811de9d71003048c10834
15	2010-06-05T04:20:12Z	39.891077	-105.068532	dd7cd3d264c2d063832db506fba8bf79
16	2010-06-05T00:33:18Z	39.739154	-104.984703	ee8b1d0ea22411ddb074dbd65f1665cf
17	2010-06-03T22:25:14Z	39.891077	-105.068532	dd7cd3d264c2d063832db506fba8bf79
18	2010-06-03T20:00:35Z	39.757526	-104.90176	f8e98aaf57db0b5bc652807cdbdf5d57
1	2010-06-03T19:42:20Z	39.758021	-104.901305	3f3d4d46afef68abff0d107c16751aec1a23f8d4
6	2009-08-08T04:17:07Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
6	2009-08-08T03:28:14Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
6	2009-08-08T03:27:21Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
6	2009-08-06T13:55:14Z	43.076018	-89.384739	5fcf98ca828811deb5d4003048c10834
6	2009-08-04T15:02:19Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
6	2009-08-02T02:17:21Z	41.929741	-87.707117	5855a70e8bfa11dd99440030487eb504
6	2009-08-02T01:31:09Z	41.929741	-87.707117	5855a70e8bfa11dd99440030487eb504
6	2009-08-01T15:06:08Z	42.000689	-87.782683	204edc027ea411de99dd003048c0801e
6	2009-07-30T14:37:36Z	41.927906	-87.705089	fb75c3eeebcf11dd884e003048c0801e
6	2009-07-25T23:33:11Z	39.863156	-105.081643	e8a404d2796a11dea0a7003048c10834
6	2009-07-23T22:27:39Z	39.75532	-105.009524	a37a5792a8b37573b7d6f75e31e5a7ac52ed24ce
6	2009-07-17T14:52:53Z	41.927906	-87.705089	fb75c3eeebcf11dd884e003048c0801e
6	2009-07-12T01:23:11Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
6	2009-07-08T22:51:42Z	41.970634	-87.760892	8c61ead4ba3611dd87d5003048c0801e
